CVE_ID,type_info,delta_t,Published_date,Severity
CVE-2018-0989,twitter,2.0,2018-04-12T01:29Z,MEDIUM
CVE-2017-5633,twitter,6.0,2017-03-06T06:59Z,HIGH
CVE-2020-15202,github,6.0,2020-09-25T19:15Z,CRITICAL
CVE-2021-22098,twitter,14.0,2021-08-11T21:15Z,MEDIUM
CVE-2021-34866,twitter,104.0,2022-01-25T16:15Z,HIGH
CVE-2017-16616,github,0.0,2017-11-08T03:29Z,CRITICAL
CVE-2017-16116,github,273.0,2018-06-07T02:29Z,HIGH
CVE-2016-0844,twitter,13.0,2016-04-18T00:59Z,HIGH
CVE-2019-11082,github,87.0,2019-05-10T16:29Z,HIGH
CVE-2021-36154,twitter,186.0,2021-07-09T12:15Z,HIGH
CVE-2019-13217,github,6.0,2019-08-15T17:15Z,HIGH
CVE-2016-10153,github,55.0,2017-02-06T06:59Z,HIGH
CVE-2021-3546,twitter,23.0,2021-06-02T14:15Z,HIGH
CVE-2020-13759,github,5.0,2020-06-02T19:15Z,HIGH
CVE-2021-4076,redhat,85.0,2022-03-02T23:15Z,HIGH
CVE-2020-2026,github,12.0,2020-06-10T18:15Z,HIGH
CVE-2016-9312,twitter,53.0,2017-01-13T16:59Z,HIGH
CVE-2018-6088,twitter,162.0,2018-12-04T17:29Z,HIGH
CVE-2019-13341,github,1.0,2019-07-05T15:16Z,MEDIUM
CVE-2019-5526,twitter,1.0,2019-05-15T16:29Z,HIGH
CVE-2021-33564,github,30.0,2021-05-29T14:15Z,CRITICAL
CVE-2017-9958,twitter,1.0,2017-09-26T01:29Z,HIGH
CVE-2016-8280,twitter,4.0,2016-10-03T21:59Z,MEDIUM
CVE-2020-18268,github,839.0,2021-06-07T19:15Z,MEDIUM
CVE-2019-15519,github,201.0,2019-08-23T15:15Z,CRITICAL
CVE-2021-30709,twitter,107.0,2021-09-08T15:15Z,MEDIUM
CVE-2018-10872,redhat,12.0,2018-07-10T19:29Z,MEDIUM
CVE-2017-14324,github,3.0,2017-09-12T08:29Z,MEDIUM
CVE-2017-5803,twitter,294.0,2018-02-15T22:29Z,HIGH
CVE-2018-1157,twitter,1.0,2018-08-23T19:29Z,MEDIUM
CVE-2017-14093,twitter,1.0,2017-12-16T02:29Z,MEDIUM
CVE-2021-32614,twitter,14.0,2021-05-26T22:15Z,HIGH
CVE-2019-18933,github,0.0,2019-11-21T23:15Z,CRITICAL
CVE-2017-9929,github,43.0,2017-06-26T07:29Z,MEDIUM
CVE-2020-1646,twitter,9.0,2020-07-17T19:15Z,HIGH
CVE-2021-21971,twitter,340.0,2022-02-04T23:15Z,MEDIUM
CVE-2021-4015,github,6.0,2021-12-01T11:15Z,MEDIUM
CVE-2018-15962,twitter,14.0,2018-09-25T13:29Z,MEDIUM
CVE-2018-16587,github,24.0,2018-09-28T00:29Z,MEDIUM
CVE-2018-12109,github,1.0,2018-06-11T13:29Z,HIGH
CVE-2021-3948,redhat,100.0,2022-02-18T18:15Z,MEDIUM
CVE-2021-3129,github,57.0,2021-01-12T15:15Z,CRITICAL
CVE-2020-23321,github,369.0,2021-06-10T23:15Z,CRITICAL
CVE-2020-15621,twitter,175.0,2020-07-28T17:15Z,HIGH
CVE-2017-7844,twitter,188.0,2018-06-11T21:29Z,MEDIUM
CVE-2019-19242,github,5.0,2019-11-27T17:15Z,MEDIUM
CVE-2021-3772,redhat,181.0,2022-03-02T23:15Z,MEDIUM
CVE-2018-8753,twitter,1.0,2018-08-15T18:29Z,MEDIUM
CVE-2020-12113,twitter,36.0,2020-04-23T18:15Z,MEDIUM
CVE-2021-38429,twitter,169.0,2022-05-05T17:15Z,CRITICAL
CVE-2018-14513,github,2.0,2018-07-23T08:29Z,MEDIUM
CVE-2021-30508,twitter,22.0,2021-06-04T18:15Z,HIGH
CVE-2019-8600,twitter,130.0,2019-12-18T18:15Z,CRITICAL
CVE-2019-3572,github,5.0,2019-01-02T15:29Z,MEDIUM
CVE-2021-36625,github,269.0,2022-03-31T18:15Z,HIGH
CVE-2017-1000028,twitter,3.0,2017-07-17T13:18Z,HIGH
CVE-2018-18893,github,126.0,2019-01-03T01:29Z,MEDIUM
CVE-2020-5142,twitter,230.0,2020-10-12T11:15Z,MEDIUM
CVE-2019-6229,twitter,28.0,2019-03-05T16:29Z,MEDIUM
CVE-2021-3019,github,0.0,2021-01-05T05:15Z,HIGH
CVE-2021-21413,github,12.0,2021-03-30T23:15Z,CRITICAL
CVE-2017-3328,twitter,9.0,2017-01-27T22:59Z,HIGH
CVE-2019-10384,twitter,6.0,2019-08-28T16:15Z,HIGH
CVE-2018-4993,twitter,53.0,2018-07-09T19:29Z,HIGH
CVE-2020-9700,twitter,7.0,2020-08-19T13:15Z,HIGH
CVE-2017-12969,twitter,4.0,2017-11-10T02:29Z,HIGH
CVE-2021-1859,twitter,134.0,2021-09-08T15:15Z,HIGH
CVE-2017-13686,github,5.0,2017-08-24T22:29Z,HIGH
CVE-2019-13164,twitter,1.0,2019-07-03T14:15Z,HIGH
CVE-2020-5943,twitter,3.0,2020-11-05T20:15Z,MEDIUM
CVE-2020-3827,twitter,29.0,2020-02-27T21:15Z,HIGH
CVE-2018-7227,twitter,8.0,2018-03-09T23:29Z,MEDIUM
CVE-2020-11721,github,1.0,2020-04-12T19:15Z,MEDIUM
CVE-2019-19958,github,0.0,2019-12-24T22:15Z,MEDIUM
CVE-2021-39920,twitter,1.0,2021-11-18T19:15Z,HIGH
CVE-2020-17031,twitter,259.0,2020-11-11T07:15Z,HIGH
CVE-2016-4983,redhat,1240.0,2019-11-05T22:15Z,LOW
CVE-2021-21275,github,4.0,2021-01-25T23:15Z,MEDIUM
CVE-2020-3860,twitter,30.0,2020-02-27T21:15Z,HIGH
CVE-2019-12313,github,37.0,2019-05-24T14:29Z,MEDIUM
CVE-2021-0672,twitter,12.0,2021-11-18T15:15Z,MEDIUM
CVE-2021-4146,github,1.0,2022-01-18T16:15Z,MEDIUM
CVE-2018-7738,github,110.0,2018-03-07T02:29Z,HIGH
CVE-2021-21403,github,10.0,2021-03-26T18:15Z,CRITICAL
CVE-2021-42297,twitter,15.0,2021-11-24T01:15Z,HIGH
CVE-2017-12781,github,88.0,2017-11-10T02:29Z,MEDIUM
CVE-2018-18386,github,300.0,2018-10-17T20:29Z,LOW
CVE-2017-10837,twitter,4.0,2017-08-29T01:35Z,MEDIUM
CVE-2017-2576,twitter,1.0,2017-01-20T08:59Z,MEDIUM
CVE-2021-27329,github,4.0,2021-02-18T18:15Z,CRITICAL
CVE-2016-3815,twitter,5.0,2016-07-11T02:00Z,MEDIUM
CVE-2017-12165,redhat,319.0,2018-07-27T15:29Z,HIGH
CVE-2016-7478,twitter,14.0,2017-01-11T06:59Z,HIGH
CVE-2019-6545,twitter,2.0,2019-02-13T01:29Z,CRITICAL
CVE-2018-20227,github,1.0,2018-12-19T11:29Z,HIGH
CVE-2019-1001,twitter,6.0,2019-07-15T19:15Z,HIGH
CVE-2019-11235,redhat,18.0,2019-04-22T11:29Z,CRITICAL
CVE-2017-11626,github,51.0,2017-07-25T23:29Z,MEDIUM
CVE-2020-6860,github,2.0,2020-01-13T07:15Z,HIGH
CVE-2020-5281,github,1.0,2020-03-25T18:15Z,HIGH
CVE-2017-6104,twitter,1.0,2017-03-02T22:59Z,HIGH
CVE-2020-7147,twitter,63.0,2020-10-19T18:15Z,CRITICAL
CVE-2021-21707,twitter,11.0,2021-11-29T07:15Z,MEDIUM
CVE-2018-6210,twitter,85.0,2018-06-19T19:29Z,CRITICAL
CVE-2017-3873,twitter,12.0,2017-05-16T17:29Z,HIGH
CVE-2019-1235,twitter,1.0,2019-09-11T22:15Z,HIGH
CVE-2017-15111,github,10.0,2018-01-20T00:29Z,MEDIUM
CVE-2018-5246,github,1.0,2018-01-05T19:29Z,MEDIUM
CVE-2020-8252,twitter,74.0,2020-09-18T21:15Z,HIGH
CVE-2021-33458,github,433.0,2022-07-26T13:15Z,MEDIUM
CVE-2021-45452,twitter,1.0,2022-01-05T00:15Z,MEDIUM
CVE-2021-41864,github,1.0,2021-10-02T00:15Z,HIGH
CVE-2020-8570,twitter,85.0,2021-01-21T17:15Z,CRITICAL
CVE-2018-19843,github,13.0,2018-12-04T09:29Z,MEDIUM
CVE-2018-10811,twitter,19.0,2018-06-19T21:29Z,HIGH
CVE-2021-28860,github,11.0,2021-05-03T12:15Z,CRITICAL
CVE-2017-17439,github,1.0,2017-12-06T15:29Z,HIGH
CVE-2017-1000099,twitter,59.0,2017-10-05T01:29Z,MEDIUM
CVE-2018-1150,twitter,2.0,2018-09-19T15:29Z,HIGH
CVE-2018-4133,twitter,4.0,2018-04-03T06:29Z,MEDIUM
CVE-2018-14395,github,9.0,2018-07-19T05:29Z,MEDIUM
CVE-2021-30469,redhat,48.0,2021-05-26T22:15Z,MEDIUM
CVE-2017-8874,github,77.0,2017-05-10T05:29Z,HIGH
CVE-2019-8745,twitter,71.0,2019-12-18T18:15Z,HIGH
CVE-2018-14708,twitter,33.0,2018-12-03T22:29Z,CRITICAL
CVE-2020-14204,twitter,107.0,2020-06-22T13:15Z,HIGH
CVE-2020-10279,github,0.0,2020-06-24T06:15Z,CRITICAL
CVE-2018-20004,github,7.0,2018-12-10T06:29Z,HIGH
CVE-2016-9074,twitter,573.0,2018-06-11T21:29Z,MEDIUM
CVE-2019-18886,twitter,8.0,2019-11-21T18:15Z,MEDIUM
CVE-2021-28874,github,23.0,2021-04-06T13:15Z,HIGH
CVE-2019-9346,twitter,31.0,2019-09-27T19:15Z,HIGH
CVE-2019-10188,redhat,28.0,2019-07-31T22:15Z,MEDIUM
CVE-2021-31154,twitter,9.0,2021-05-27T13:15Z,HIGH
CVE-2016-6674,twitter,5.0,2016-10-10T10:59Z,HIGH
CVE-2021-42771,github,175.0,2021-10-20T21:15Z,HIGH
CVE-2020-7556,twitter,301.0,2020-11-19T22:15Z,HIGH
CVE-2021-27789,twitter,304.0,2022-03-18T18:15Z,MEDIUM
CVE-2021-44167,twitter,35.0,2022-05-11T15:15Z,HIGH
CVE-2018-5148,twitter,77.0,2018-06-11T21:29Z,CRITICAL
CVE-2019-18475,twitter,84.0,2019-10-28T15:15Z,
CVE-2021-20296,redhat,16.0,2021-04-01T14:15Z,MEDIUM
CVE-2019-12277,github,11.0,2019-05-22T15:29Z,CRITICAL
CVE-2017-7549,redhat,50.0,2017-09-21T21:29Z,MEDIUM
CVE-2019-4132,twitter,5.0,2019-08-29T15:15Z,LOW
CVE-2019-18309,twitter,2.0,2019-12-12T19:15Z,HIGH
CVE-2019-4497,twitter,3.0,2019-10-01T15:15Z,MEDIUM
CVE-2021-25316,twitter,30.0,2021-04-14T10:15Z,LOW
CVE-2020-25645,redhat,13.0,2020-10-13T20:15Z,HIGH
CVE-2020-8194,twitter,3.0,2020-07-10T16:15Z,MEDIUM
CVE-2018-4398,twitter,155.0,2019-04-03T18:29Z,HIGH
CVE-2020-1695,redhat,307.0,2020-05-19T15:15Z,HIGH
CVE-2018-12291,github,5.0,2018-06-13T14:29Z,HIGH
CVE-2017-4947,twitter,3.0,2018-01-29T16:29Z,CRITICAL
CVE-2017-5473,github,1.0,2017-01-14T07:59Z,HIGH
CVE-2021-21986,twitter,1.0,2021-05-26T15:15Z,CRITICAL
CVE-2018-20427,github,93.0,2018-12-24T05:29Z,HIGH
CVE-2021-4061,twitter,11.0,2021-12-23T01:15Z,HIGH
CVE-2020-7198,twitter,1.0,2020-11-06T15:15Z,HIGH
CVE-2018-15686,github,1.0,2018-10-26T14:29Z,HIGH
CVE-2016-5108,twitter,7.0,2016-06-08T15:00Z,CRITICAL
CVE-2019-7089,twitter,101.0,2019-05-24T19:29Z,HIGH
CVE-2021-4135,twitter,170.0,2022-07-14T20:15Z,MEDIUM
CVE-2019-7401,twitter,1.0,2019-02-08T03:29Z,CRITICAL
CVE-2021-38200,github,51.0,2021-08-08T20:15Z,MEDIUM
CVE-2021-46594,twitter,18.0,2022-02-18T20:15Z,MEDIUM
CVE-2021-33365,github,128.0,2021-09-13T20:15Z,MEDIUM
CVE-2019-19274,github,307.0,2019-11-26T15:15Z,HIGH
CVE-2021-27223,twitter,1.0,2022-04-01T23:15Z,MEDIUM
CVE-2020-8751,twitter,268.0,2020-11-12T18:15Z,MEDIUM
CVE-2017-9207,github,8.0,2017-05-23T04:29Z,MEDIUM
CVE-2021-1871,twitter,66.0,2021-04-02T19:15Z,CRITICAL
CVE-2019-6719,github,8.0,2019-01-23T22:29Z,HIGH
CVE-2019-12047,github,0.0,2019-05-13T15:29Z,MEDIUM
CVE-2020-6315,twitter,7.0,2020-10-20T14:15Z,MEDIUM
CVE-2017-0823,twitter,1.0,2017-10-04T01:29Z,HIGH
CVE-2018-4863,twitter,1.0,2018-04-05T17:29Z,MEDIUM
CVE-2021-32741,github,61.0,2021-07-12T22:15Z,MEDIUM
CVE-2016-6044,twitter,40.0,2017-02-01T20:59Z,MEDIUM
CVE-2019-11738,twitter,23.0,2019-09-27T18:15Z,MEDIUM
CVE-2021-30807,twitter,85.0,2021-10-19T14:15Z,HIGH
CVE-2017-5151,twitter,31.0,2017-02-13T21:59Z,HIGH
CVE-2021-29970,twitter,23.0,2021-08-05T20:15Z,HIGH
CVE-2019-20855,twitter,318.0,2020-06-19T15:15Z,HIGH
CVE-2021-36564,github,157.0,2021-12-06T21:15Z,CRITICAL
CVE-2020-12921,twitter,450.0,2021-06-11T22:15Z,
CVE-2016-7273,twitter,7.0,2016-12-20T06:59Z,HIGH
CVE-2021-23009,twitter,12.0,2021-05-10T15:15Z,HIGH
CVE-2020-29363,twitter,4.0,2020-12-16T14:15Z,HIGH
CVE-2018-8292,twitter,1.0,2018-10-10T13:29Z,HIGH
CVE-2020-8150,twitter,205.0,2020-11-09T15:15Z,MEDIUM
CVE-2021-25657,twitter,598.0,2022-09-02T01:15Z,HIGH
CVE-2017-16941,github,2.0,2017-11-25T05:29Z,HIGH
CVE-2020-26650,github,25.0,2020-10-22T15:15Z,MEDIUM
CVE-2021-0082,twitter,200.0,2021-11-17T20:15Z,HIGH
CVE-2020-8208,twitter,6.0,2020-08-17T16:15Z,MEDIUM
CVE-2017-7551,twitter,12.0,2017-08-16T18:29Z,CRITICAL
CVE-2020-36524,twitter,4.0,2022-06-07T18:15Z,MEDIUM
CVE-2018-1000226,github,18.0,2018-08-20T20:29Z,CRITICAL
CVE-2021-34363,github,1.0,2021-06-10T11:15Z,CRITICAL
CVE-2020-8032,twitter,195.0,2021-02-25T10:15Z,HIGH
CVE-2020-10876,twitter,4.0,2020-05-04T14:15Z,HIGH
CVE-2020-15783,twitter,2.0,2020-11-12T20:15Z,HIGH
CVE-2017-5462,twitter,388.0,2018-06-11T21:29Z,MEDIUM
CVE-2018-15854,github,26.0,2018-08-25T21:29Z,MEDIUM
CVE-2021-39575,github,410.0,2021-09-20T16:15Z,MEDIUM
CVE-2018-19797,github,1.0,2018-12-03T06:29Z,MEDIUM
CVE-2018-19861,twitter,27.0,2019-01-03T19:29Z,CRITICAL
CVE-2021-41282,twitter,15.0,2022-03-01T23:15Z,HIGH
CVE-2017-7742,github,10.0,2017-04-12T18:59Z,MEDIUM
CVE-2020-9502,twitter,99.0,2020-05-13T16:15Z,CRITICAL
CVE-2019-12742,github,7.0,2019-06-05T16:29Z,HIGH
CVE-2020-21854,github,569.0,2021-07-30T14:15Z,MEDIUM
CVE-2021-41104,github,0.0,2021-09-28T16:15Z,HIGH
CVE-2020-3685,twitter,344.0,2021-01-21T10:15Z,HIGH
CVE-2020-0226,twitter,2.0,2020-07-17T21:15Z,HIGH
CVE-2016-0265,twitter,37.0,2017-02-01T20:59Z,MEDIUM
CVE-2017-16532,github,23.0,2017-11-04T01:29Z,MEDIUM
CVE-2017-6679,twitter,65.0,2017-12-01T17:29Z,MEDIUM
CVE-2017-2658,redhat,498.0,2018-07-27T18:29Z,MEDIUM
CVE-2021-30599,twitter,9.0,2021-08-26T18:15Z,HIGH
CVE-2021-45760,github,34.0,2022-01-14T00:15Z,MEDIUM
CVE-2021-24892,github,514.0,2021-11-23T20:15Z,HIGH
CVE-2021-43403,github,329.0,2022-09-29T03:15Z,MEDIUM
CVE-2020-14495,twitter,84.0,2020-09-25T18:15Z,
CVE-2019-10144,redhat,14.0,2019-06-03T19:29Z,HIGH
CVE-2017-9062,github,2.0,2017-05-18T14:29Z,HIGH
CVE-2018-6863,twitter,1.0,2018-02-12T03:29Z,CRITICAL
CVE-2021-41279,github,1.0,2021-11-26T18:15Z,HIGH
CVE-2016-2441,twitter,6.0,2016-05-09T10:59Z,HIGH
CVE-2017-15306,github,23.0,2017-11-06T18:29Z,MEDIUM
CVE-2020-28169,github,12.0,2020-12-24T15:15Z,HIGH
CVE-2016-6644,twitter,5.0,2016-09-17T21:59Z,MEDIUM
CVE-2016-4996,redhat,389.0,2017-07-17T13:18Z,HIGH
CVE-2020-25925,twitter,84.0,2021-07-07T14:15Z,MEDIUM
CVE-2020-28614,twitter,409.0,2022-04-18T17:15Z,HIGH
CVE-2017-17862,github,34.0,2017-12-27T17:08Z,MEDIUM
CVE-2019-11414,twitter,1.0,2019-04-22T11:29Z,HIGH
CVE-2020-10558,twitter,57.0,2020-03-20T19:15Z,MEDIUM
CVE-2021-39378,twitter,6.0,2021-09-01T13:15Z,CRITICAL
CVE-2020-36536,twitter,4.0,2022-06-07T18:15Z,HIGH
CVE-2020-8749,twitter,15.0,2020-11-12T18:15Z,HIGH
CVE-2018-13140,twitter,3.0,2018-09-24T22:29Z,HIGH
CVE-2021-35203,twitter,262.0,2021-09-30T18:15Z,MEDIUM
CVE-2017-1002152,github,518.0,2019-01-10T21:29Z,MEDIUM
CVE-2020-27757,redhat,35.0,2020-12-08T22:15Z,LOW
CVE-2019-13526,twitter,1.0,2019-08-30T09:15Z,HIGH
CVE-2020-1218,twitter,3.0,2020-09-11T17:15Z,HIGH
CVE-2019-7213,twitter,59.0,2019-04-24T15:29Z,MEDIUM
CVE-2016-9793,github,25.0,2016-12-28T07:59Z,HIGH
CVE-2019-10051,github,160.0,2019-08-28T20:15Z,HIGH
CVE-2016-8905,github,332.0,2016-11-14T23:20Z,HIGH
CVE-2020-19861,github,848.0,2022-01-21T15:15Z,HIGH
CVE-2019-1912,twitter,1.0,2019-08-07T06:15Z,CRITICAL
CVE-2017-12958,redhat,1.0,2017-08-18T21:29Z,HIGH
CVE-2018-4416,twitter,132.0,2019-04-03T18:29Z,HIGH
CVE-2019-5296,twitter,104.0,2019-06-04T18:29Z,LOW
CVE-2021-32462,twitter,9.0,2021-07-08T11:15Z,HIGH
CVE-2018-25008,github,1023.0,2021-04-14T07:15Z,MEDIUM
CVE-2019-14339,twitter,28.0,2019-09-05T20:15Z,MEDIUM
CVE-2019-8205,twitter,1.0,2019-10-17T21:15Z,CRITICAL
CVE-2019-1365,twitter,1.0,2019-10-10T14:15Z,CRITICAL
CVE-2016-1395,twitter,3.0,2016-06-19T01:59Z,CRITICAL
CVE-2019-0169,twitter,36.0,2019-12-18T22:15Z,HIGH
CVE-2021-45942,github,43.0,2022-01-01T01:15Z,MEDIUM
CVE-2017-3818,twitter,2.0,2017-02-03T07:59Z,MEDIUM
CVE-2021-41402,github,276.0,2022-06-16T10:15Z,HIGH
CVE-2017-11782,twitter,3.0,2017-10-13T13:29Z,HIGH
CVE-2018-0840,twitter,1.0,2018-02-15T02:29Z,HIGH
CVE-2020-17564,twitter,385.0,2021-04-22T22:15Z,CRITICAL
CVE-2021-39558,github,414.0,2021-09-20T16:15Z,HIGH
CVE-2021-31405,github,149.0,2021-04-23T16:15Z,HIGH
CVE-2019-19331,twitter,12.0,2019-12-16T16:15Z,HIGH
CVE-2021-40479,twitter,1.0,2021-10-13T01:15Z,HIGH
CVE-2019-19729,github,3.0,2019-12-11T20:15Z,HIGH
CVE-2021-23463,github,49.0,2021-12-10T20:15Z,CRITICAL
CVE-2019-5315,twitter,9.0,2019-09-13T17:15Z,HIGH
CVE-2020-4775,twitter,3.0,2020-10-12T13:15Z,MEDIUM
CVE-2017-14954,github,2.0,2017-10-02T01:29Z,MEDIUM
CVE-2019-8072,twitter,3.0,2019-09-27T16:15Z,HIGH
CVE-2017-1000507,github,105.0,2018-02-09T23:29Z,MEDIUM
CVE-2021-33218,twitter,41.0,2021-07-07T15:15Z,CRITICAL
CVE-2017-0073,twitter,3.0,2017-03-17T00:59Z,MEDIUM
CVE-2021-1526,twitter,1.0,2021-06-04T17:15Z,HIGH
CVE-2017-11801,twitter,3.0,2017-10-13T13:29Z,HIGH
CVE-2018-1285,twitter,1.0,2020-05-11T17:15Z,CRITICAL
CVE-2021-26867,twitter,2.0,2021-03-11T16:15Z,HIGH
CVE-2020-13984,twitter,2.0,2020-12-11T22:15Z,HIGH
CVE-2018-16984,twitter,1.0,2018-10-02T18:29Z,MEDIUM
CVE-2017-10125,twitter,10.0,2017-08-08T15:29Z,HIGH
CVE-2019-9049,github,5.0,2019-02-23T19:29Z,MEDIUM
CVE-2021-43863,github,34.0,2022-01-25T16:15Z,HIGH
CVE-2017-6413,github,9.0,2017-03-02T06:59Z,HIGH
CVE-2018-3846,twitter,4.0,2018-04-16T16:29Z,HIGH
CVE-2018-11707,twitter,1.0,2018-06-20T01:29Z,HIGH
CVE-2020-11977,twitter,1.0,2020-09-15T20:15Z,HIGH
CVE-2021-1825,twitter,132.0,2021-09-08T15:15Z,MEDIUM
CVE-2017-7509,redhat,425.0,2018-07-26T16:29Z,MEDIUM
CVE-2021-41249,github,0.0,2021-11-04T20:15Z,MEDIUM
CVE-2020-9384,twitter,49.0,2020-04-14T20:15Z,HIGH
CVE-2019-9482,github,0.0,2019-03-01T05:29Z,MEDIUM
CVE-2020-23352,github,251.0,2021-01-27T16:15Z,HIGH
CVE-2020-25232,twitter,6.0,2020-12-14T21:15Z,HIGH
CVE-2016-6384,twitter,6.0,2016-10-05T17:59Z,HIGH
CVE-2020-13958,twitter,6.0,2020-11-17T16:15Z,HIGH
CVE-2020-1895,twitter,72.0,2020-04-09T17:15Z,HIGH
CVE-2021-36170,twitter,273.0,2021-10-06T10:15Z,LOW
CVE-2020-15092,twitter,1.0,2020-07-09T19:15Z,MEDIUM
CVE-2021-32707,github,26.0,2021-07-12T19:15Z,MEDIUM
CVE-2021-40051,twitter,3.0,2022-03-10T17:43Z,HIGH
CVE-2019-5989,twitter,182.0,2020-01-06T06:15Z,MEDIUM
CVE-2016-1727,twitter,5.0,2016-02-01T11:59Z,HIGH
CVE-2017-16788,twitter,1.0,2017-12-15T18:29Z,HIGH
CVE-2020-6382,twitter,6.0,2020-02-11T15:15Z,HIGH
CVE-2017-3803,twitter,7.0,2017-01-26T07:59Z,MEDIUM
CVE-2019-20891,twitter,322.0,2020-06-19T21:15Z,HIGH
CVE-2018-10581,github,18.0,2018-05-01T13:29Z,MEDIUM
CVE-2016-7200,twitter,2.0,2016-11-10T06:59Z,HIGH
CVE-2021-46627,twitter,18.0,2022-02-18T20:15Z,HIGH
CVE-2020-7486,twitter,1.0,2020-04-16T19:15Z,HIGH
CVE-2020-29050,twitter,3.0,2022-01-10T14:10Z,HIGH
CVE-2016-8935,twitter,7.0,2017-03-31T18:59Z,MEDIUM
CVE-2021-46437,github,78.0,2022-04-08T11:15Z,MEDIUM
CVE-2016-3939,twitter,5.0,2016-10-10T10:59Z,HIGH
CVE-2021-26870,twitter,2.0,2021-03-11T16:15Z,HIGH
CVE-2017-13140,github,32.0,2017-08-23T06:29Z,MEDIUM
CVE-2020-36208,twitter,4.0,2021-01-26T18:15Z,HIGH
CVE-2020-36326,github,209.0,2021-04-28T03:15Z,CRITICAL
CVE-2019-18890,twitter,3.0,2019-11-21T18:15Z,MEDIUM
CVE-2018-18073,twitter,5.0,2018-10-15T16:29Z,MEDIUM
CVE-2019-17026,twitter,54.0,2020-03-02T05:15Z,HIGH
CVE-2018-11547,github,0.0,2018-05-29T21:29Z,CRITICAL
CVE-2020-10996,twitter,7.0,2020-04-27T13:15Z,HIGH
CVE-2016-7282,twitter,7.0,2016-12-20T06:59Z,MEDIUM
CVE-2018-14041,github,73.0,2018-07-13T14:29Z,MEDIUM
CVE-2016-2315,github,185.0,2016-04-08T14:59Z,CRITICAL
CVE-2020-7795,github,553.0,2022-08-02T14:15Z,CRITICAL
CVE-2019-6024,twitter,48.0,2019-12-26T16:15Z,MEDIUM
CVE-2017-17840,twitter,5.0,2017-12-27T17:08Z,HIGH
CVE-2016-9561,twitter,15.0,2016-12-23T05:59Z,MEDIUM
CVE-2016-5769,github,47.0,2016-08-07T10:59Z,CRITICAL
CVE-2019-19375,github,14.0,2019-11-28T17:15Z,MEDIUM
CVE-2016-9675,twitter,23.0,2016-12-22T21:59Z,HIGH
CVE-2021-20230,github,134.0,2021-02-23T17:15Z,HIGH
CVE-2021-29441,github,103.0,2021-04-27T21:15Z,CRITICAL
CVE-2021-39925,twitter,2.0,2021-11-19T17:15Z,HIGH
CVE-2019-20792,github,146.0,2020-04-29T04:15Z,MEDIUM
CVE-2020-1744,redhat,31.0,2020-03-24T14:15Z,MEDIUM
CVE-2018-10895,redhat,2.0,2018-07-12T12:29Z,HIGH
CVE-2018-17588,twitter,3.0,2018-10-02T18:29Z,MEDIUM
CVE-2017-12822,twitter,1.0,2017-10-04T01:29Z,CRITICAL
CVE-2019-19856,github,15.0,2020-01-15T23:15Z,MEDIUM
CVE-2021-3879,github,3.0,2021-10-19T13:15Z,MEDIUM
CVE-2020-27729,twitter,7.0,2020-12-24T16:15Z,MEDIUM
CVE-2018-3856,twitter,26.0,2018-08-23T22:29Z,CRITICAL
CVE-2021-4158,redhat,244.0,2022-08-24T16:15Z,MEDIUM
CVE-2018-16858,redhat,131.0,2019-03-25T18:29Z,CRITICAL
CVE-2019-19602,twitter,13.0,2019-12-05T14:15Z,MEDIUM
CVE-2019-9877,twitter,2.0,2019-03-21T16:01Z,HIGH
CVE-2016-0185,twitter,1.0,2016-05-11T01:59Z,HIGH
CVE-2018-5811,github,227.0,2018-12-07T22:29Z,MEDIUM
CVE-2018-16618,twitter,70.0,2019-06-19T18:15Z,CRITICAL
CVE-2021-34854,twitter,83.0,2021-10-25T17:15Z,HIGH
CVE-2019-1010039,github,500.0,2019-07-15T14:15Z,CRITICAL
CVE-2019-16161,github,43.0,2019-09-09T17:15Z,HIGH
CVE-2020-0984,twitter,1.0,2020-04-15T15:15Z,HIGH
CVE-2021-28117,twitter,9.0,2021-03-20T21:15Z,HIGH
CVE-2021-3246,github,186.0,2021-07-20T15:15Z,HIGH
CVE-2021-40025,twitter,3.0,2022-01-10T14:10Z,HIGH
CVE-2021-21992,twitter,1.0,2021-09-22T19:15Z,MEDIUM
CVE-2021-38502,twitter,22.0,2021-11-03T01:15Z,MEDIUM
CVE-2017-12994,github,0.0,2017-09-14T06:29Z,CRITICAL
CVE-2017-1000065,github,122.0,2017-07-17T13:18Z,MEDIUM
CVE-2021-3278,twitter,1.0,2021-01-26T18:16Z,CRITICAL
CVE-2020-19302,github,812.0,2021-08-03T22:15Z,CRITICAL
CVE-2016-6828,redhat,62.0,2016-10-16T21:59Z,MEDIUM
CVE-2021-39546,github,402.0,2021-09-20T16:15Z,HIGH
CVE-2018-11060,twitter,1.0,2018-07-24T19:29Z,HIGH
CVE-2019-14933,github,137.0,2019-08-11T21:15Z,HIGH
CVE-2019-4473,twitter,3.0,2019-08-05T14:15Z,HIGH
CVE-2018-20505,twitter,97.0,2019-04-03T18:29Z,HIGH
CVE-2017-7274,github,0.0,2017-03-27T17:59Z,MEDIUM
CVE-2020-18048,github,953.0,2021-09-02T18:15Z,CRITICAL
CVE-2019-1010084,github,437.0,2019-07-17T14:15Z,MEDIUM
CVE-2021-41171,github,75.0,2021-10-22T19:15Z,HIGH
